User,Rating,Title,Helpfulness,Comment,Date
LindaFoster,5,"Great product, great price",null,"Looking at projectors has been so overwhelming. So many choices and so many mixed reviews. I am so very glad that I chose the nebula capsule! The battery life is great, the picture quality is amazing. I've been so pleasantly surprised but it's a great product is a small portable package. I also have to say their customer service is absolutely amazing. I emailed them a quesy, nothing wrong and they were so over the top helpful.",09/06/2020
Kendrick Gay,4,GA release doesn’t support YouTube TV,null,"Okay for what it is. A pocket-sized projector. But don’t expect miracles. The corner of the image blurs, you have to use the remote to control it, and while some apps are available in the store, they don’t all work. Like YouTube TV. If you just need something to show kids shows for travel, this might be a good option.Edit: Since submitting this, Anker support reached out to me and provided me access to a beta test of GSM and a public APK if YouTube TV that worked. The beta isn’t quite projector-friendly yet, but it’s functional. Support has been very responsive and helpful. Definitely turned my experience around.",28/11/2019
Amazon Customer,5,"For what it is, it's amazing",null,"I wavered between high quality and ease of use. I'm so glad I went with the capsule. I have an Optima HD that has all the awesomeness resolution and brightness. But our home doesn't have a dedicated screen space and the Nebula kicks the Optima's but in portability. It's small, it's wireless, it's streams directly from itself. It's awesome and I haven't used the Optima since we've bought this little thing.I toyed with the idea of spending double to get the new version. I just couldn't justify the cost. For the price, the first edition is perfect.",07/06/2019
lindsey,5,Easy little fella to use,null,"I was very skeptical about buying the projector, as it is smaller, and so was worried it wouldn’t work properly. But wow. I am so impressed!!! It is so easy to set up, so easy to use. So far I am in love! The only “complaint” I have, is you can’t use the remote control in the apps, so you have to use your phone. This is not inconvenient, it’s actually nice, BUT if you are out of the controller app, the projector thinks no one is watching so it will randomly go into sleep mode. It’s easy to turn back on, and I appreciate what they are trying to do by saving your projector life. Absolutely first world problems, but something to be aware of. Other wise, love this product and highly recommend it. Haven’t “gamed” on it yet, and will update review after I have tried. even though I bought it for movies not games.",12/03/2019
Rachel,5,Quality mini portable projector with built-in speaker.,,"Love how portable it is and that it functions as a speaker as well. Even though it's kind of pricey, but it does save us a lot of space and we use it very often. Hopefully we can get several years of use out of this, then it would be definitely worth it.",19/11/2020
Ohiokid4,5,This projector is perfect depending on what you’re looking for,2,"As a college student who travels, I love it. It’s not ideal for gaming, since it’s not HD, but I love it for everything else. It’s extremely portable. Sound wasn’t ideal but you can connect a Bluetooth speaker and you won’t experiende any audio delay if you play videos from the native device (meaning you use the built in Netflix app and don’t connect it via HDMI to something else or use screen mirroring). After emailing their extremely responsive and helpful support team, I got every video app working that I wanted (Netflix, Hulu, showtime, amazon) except for HBO NOW. I was advised by their team to buy an OTG cable which I found from Walmart, plugged a USB into it, and tried an older apk version I found online and it worked. I don’t have HBO GO but hbo go is included in the nebula App Store. Hopefully they’ll add HBO NOW soon as well, but for now the solution I found seems to work.",04/01/2019
LG,5,We LOVE our Nebula,,"We LOVE our Nebula. We have been relaxing and watching movies on the wall. I bought a screen, but it really isn’t necessary if you have good white wall space.We also bought the tripod, but it is too small, and I’ll rather use our old tripod which stands on the floor. We also bought the case, which again isn’t necessary. I’ll highly Reccomended you buy one by one and de decide if you want the screen, case and tripod.The Nebula itself is FABULOUS..!!!  Hard to watch movies during the day time though. But at night, it is AMAZING..!!",04/06/2018
Joe,4,Item worked fine out of the box,null,"Item has some pros and cons, first for the pros, I like the size and compact size that you can bring anywhere with ease. The item has a good battery life, watch 4 episodes of the flash before the battery drop to 15% which is still very good. The brightness is ok, not the best but if you are watching with a lamp or you have any light source turned on, the picture gets washout. For the con, so far if your watching a dark scene movie or show, it's very hard to see the characters/actors .",19/12/2019
Justin Klammer,5,A great Android projector!,,"So far I’m loving the Nebula Capsule! The built in app store is lacking but if you contact their support they’ll help you unlock the full Google App Store. Now my Capsule is essentially an Amazon Fire Stick except I don’t need a tv. I can project Netflix, Hulu, YouTube and all the other streaming apps we love.The brightness is decent but you’ll obviously need to be in a darkish room or using outside at night. I prefer keeping it charging while in use so I did have to buy a longer usb cable so it didn’t have to be right next to an outlet. This won’t be a tv replacement necessarily but it does allow for viewing experiences anywhere anytime (with proper lighting). It’s pretty nice laying in bed watching Netflix on the ceiling. I totally recommend this projector.",06/06/2019
Spitale,4,Awesome Projector when it worked properly,null,"Update - Feb 18 2019Bumping up the rating to 4/4.5 based on the very helpful and proactive Customer Support team they have. I was very happy to hear from them based on my earlier feedback. They offered to provide a replacement, which was not feasible as I have moved out of US. But was pleasantly surprised by the level of customer service and support by Anker.Will definitely recommend Anker products for quality and customer support.------------------------------------------------------------------------------------------------------------------------The projector is pretty awesome, works well for a portable device and has been an excellent addition to home and part entertainment. Picture and sound quality is pretty good for a Pico Projector. Very easy to set up. Have enjoyed plenty of games and movies on it till very recently when I started facing battery issues.I would have given it 4+ stars except that the device would not charge at all. The in-built battery does charge and needs to be connected to a powe...",27/01/2019
Brian,5,I am Updating the review,null,"This is an update to the initial review, this product is not only cool it is totally functional and I love that it is so portable.  When I received it the remote only worked for a short time, however Anker customer service contacted me and replaced the remote.  I will say I love this product but I love the Anker company even more.  They stand by their products and go the extra mile to make sure their products are quality and meet the needs of the customer.  I will only buy Anker products in the future if they make what I am looking for!!!  I am overly impressed to say the least!!!!!!!",01/02/2019
Charles,5,"Take note, adding a USB-C to HDMI for mobile devices, lighting cord iPhone will???",,"Some devices are forbidden to project copyrighted images to a device like the Capsule, but a USB- C, or lighting adapter for HDMI, works well. I bought it for camping trips, take note to buy a power bank with this device. I bought a Blackweb power brick to watch movies, and tv off my mobile phone all night camping. Great when your watching the morning news in a tent, eating breakfast, checking on the stock market, and the other campers just ehhh, CAN'T, heh.",12/03/2019
Amazon Customer,2,It’s is a toy,null,Think of this more a novelty toy. I bought this for my basement and even in the pitch black the image is pretty dim and grainy(and very low resolution!) and the speaker is pretty bad. Thankfully you can Bluetooth to another speaker quite easily. But it is fun for taking out and using in places you might not be able to have a screen- ie we did karaoke in out backyard. The pictures are pretty deceptive on how well it actually preforms,13/06/2021
Michael,1,Stops working after about a year,,"Worked fine for about a year, but started getting power issues until it just kept turning off and didn't turn on at all. Contacted company and cause it was over a year old they won't help in replacing or  getting a discount to get a new one...save your money. Not worth it.",29/05/2020
Lexy C,5,amazing!!!,3,"incredibly easy to set up and to use.  I brought the projector outside so that I could have a socially-distanced movie night with family! I rarely write reviews, but I just had to communicate how much of a steal this projector is.",05/05/2020
Lauren s,5,I really am having alot of fun with this,null,"I really am having alot of fun with this. Now I am not a tech savvy as some other reviewers, I wouldn't be able to tell you what the lumens were, but writing from that perspective the setup was super easy, ive got my netflix and prime accounts loaded into it with no problem, and the phone app works great. I have never heard the fan over the speaker, so that does not seem to be an issue.The speaker itself is clear and impressive for the size.  I just project on the side of house, and go. I did get a deal of the day price on it, So im not sure I would have tried it at full price, but im glad i did. I think this is going to be very busy this summer.",29/05/2018
Jacey,2,Very dim,null,"Some pros:- built in wifi and smart functions- variety of options- auto keystone (only vertical thou.)The big con:The brightness is a lot dimmer than I expected. I keep my room fairly dark. Only light sources in my room are: a desk lamp and reflected LED light from bookcase. And I could not see the image clearly. It was heavily faded even in the stated condition above.Unless you're willing to use this only in a complete dark room, this is not it. Keep looking.",18/07/2019
JVelvet,3,"Not very bright, but good in dark room",null,"I was a little disappointed in this projector, but I will keep it.Cons:1) Picture isn't very bright. It's really only viewable in a dark room.2) No ability to change picture size. It's completely dependent on the distance between the projector and the screen.3) Haven't been able to get Hulu app to work on projector.Pros1) Nice little form factor2) Decent (but not awesome) sound.3) Very cool to have apps directly on the projector (like netflix)4) Can run plugged in or on batteries.",25/02/2019
Mary,5,"Watch Hulu, Netflix, YouTube, Amazon Prime, but not able to access Apple Movies",,"I love this projector, I’ve had it for a year and a half and everyone I show it to thinks it’s the coolest invention. I take it camping and watch our downloaded Netflix movies and watch it instead of a tv from my bed, living room, outside, really where ever I want! The only downside is you can’t access any Apple movies you’ve purchased any, but you can watch Hulu, Netflix, YouTube, and amazon prime.",14/04/2020
KG,2,Not good enough,,"- Remote control doesn’t work.- The software is uber clunky.- Arrived already opened, battery and lense protectors had been removed.- The focus adjustment wheel has 5% helpful area of movement, and the other 95% range of motion is useless. You essentially cannot fine tune the focus of the image.",16/01/2021
Miller J.,5,Worth It! Great for outdoor parties and family nights in.,null,"I originally purchased a less expensive product for a backyard movie party that was clunky, inconsistent with sound and had connection issues.  I returned and went ahead and bought this after having read lots of reviews.  It is GREAT! Super easy to set-up, great sound and picture quality is good.  (It is a projector so not like watching on an HD TV but really fantastic for our outdoor movie parties). In fact, it is so easy to use, we have pulled it out for last minute movie nights projected onto the garage door.Sound is great through the device or you can easily connect to a bluetooth speaker like Echo if you need it to be louder. We rent or buy through Amazon Prime app downloaded on the device and watch movies with easy connection, connect to Netflix or YouTube or attach Apple TV with HDMI cable.  I highly recommend purchasing the adjustable tripod stand with it.  It make a huge difference in being able to move it around in different settings very easily.",03/11/2019
Billoreiley,4,Packs quite a punch for such a tiny device,null,"Great, portable projector, built-in wireless connection to stream Netflix, amazon, etc. Excellent picture quality, indistinguishable from my much larger standard digital projector, which is amazing for a device the size of a soda can. Sound quality is good but not great, but can be augmented by a Bluetooth-enabled sound system (I have not yet tried this). Screen mirroring enables viewing content from other devices, but please note that streaming services like Netflix or Amazon Prime will not work with screen mirroring, even when using an HDMI cable. downloaded movies or CD’s, however, can be viewed either by screen mirroring or directly using the HDMI connector. Overall, a great buy!",30/12/2018
Brandon P.,4,Awesome little toy!,null,"Great little gadget to have. I was really surprised how well this little unit does. The portability is fantastic, picture is really decent, sound is great for what it is. My only suggestion for manufacturers is this.  You take so much pride in the speaker and sound of this little unit as you should, however you have hobbled the capabilities by not having the capability of an audio out option for your customers. It's great that it has it's own sound and that is a selling point, but what if I want to run it through a sound bar or more capable sound machine when I'm not out and about. You are so proud of the sound that this puts out that you felt that you had to force it on consumers instead of giving more options and functionality. For that, it only gets 4 stars, otherwise I feel it is a gem for the money.",22/07/2018
Amazon Customer,5,Awesome,,So far Eve is working great.  My brother and his wife were visiting us.  So we watched Coming to America 2. And they love the picture quality so much.  They are planning to purchase Anker Nebula Capsule too. 🤗,16/04/2021
Amazon Customer,5,"Powerful, yet in a small package",2,"Totally exceeded my expectation! Brightness is awesome, you can see projection clearly even in a lit room. Connects to both my iPad and android tablets super quickly. Image correction makes sure that I don't need to tweak too much for rectangle projection. You will have some fan noise, but with speaker playing sounds it's barely noticeable. Chargeable with a power bank. Also, the support staff was super responsive, friendly and knowledgable! This is one very powerful projector jammed into a can-sized form factor. Only downside so far is that the remote only works when pointed towards the back 180 degrees of the unit. Overall strongly recommended!",10/05/2019
R. Basinger,5,"Expensive, but great projector",null,"After spending about half of the cost of this projector on another projector that had horrible picture and sound and I couldn't get a refund from the seller, I researched and found this portable projector. Got it quickly and have been impressed with the functionality to set-up and use the device with my phone as a remote. This is basically a Bluetooth quality speaker that has a great projector in it as well. The picture quality is really good and know that I'm going to enjoy projecting movies and shows outdoors with my family this summer.",19/02/2020
Dareen,5,Worth it!,null,"I love this projector, it’s the perfect size for my room. The quality of the image and responsiveness of the remote. Even when you have the device angled, it still straightens out the video! I did have to reach out to customer service regarding Airplay compatibility, but they were very responsive. Even did a follow up to make sure my needs regarding the usage of my device was met. I’ve already been recommending this to my friends! I use a mini bendable tripod for this and it’s perfect. :)",08/12/2020
G. Ross Key,3,"Solid performance, limited apps",null,"Limited options in terms of apps. Projector performs well, but it would it would be better if it supported a wider range of streaming apps. If you want to rent movies, you're mainly stuck with Amazon. It would be great to be able to have HBO Max and Vudu. I also could not get Youtube TV to work.Picture could be brighter, otherwise good.",01/05/2021
jb2001,4,Great for a budget projector,null,"First and foremost, I like this product a lot for what it is: a portable budget projector that happens to run Android. But it’s not without its flaws, mainly being that the remote doesn’t work (despite following all the instructions in the manual and on their support forum) and to unlock its full potential you need to join their beta program for google services.Those two items aside, the projector is quite bright for its size and does well in a moderately dark room. The sound from the onboard speaker is what you would expect from a mobile device, so if you want better quality, you should pair it with speakers.Does this replace a full sized projector? No. But it’s great to have if you’re projecting against a wall in your home for like a movie night or some streaming.",24/04/2019
Greg C,3,Limited capabilities,null,"I can't get it to connect to any HDMI I plug into it. I really want to use it for my Switch. I knew it would be a long shot to use HDMI to USB C for my phone, which also won't cast the screen to it. There are comments/reviews that I say I need to contact Anker and get the code to upgrade to full Android, but can find that. Netflix, YouTube, and Amazon all work for video though.",21/07/2020
dmr,5,Works as advertised.,null,I went through 3 projectors brands before I landed on this and everything worked. Easy setup! Everything works on my iPhone I can’t get it to work on my iPad for some reason. But portable & great! It’ll eat some juice even while plugged into a power source. And it does not charge quickly. And once it disconnects from the slideshow it just keeps doing it. Odd since it stays connected to WiFi. But I love this item. And I’m still happy w/ it.,20/06/2020
IndyO,5,Awesome device for the price,null,"Only one issue is that the battery door on the remote was broken when I received it..**** BUT Anker and Amazon are working like mad to make things right!  Plus I can use my iphone to work the device anyways, so not a huge deal...  Not even sure I'd take the remote with me when traveling anyways.The sound quality is fantastic for such a small device.. Some people say the fan noise is loud but I don't find that at all.The picture blows me away, I can get over how far projectors have come in the past 4 years.I'd recommend this device to anyone looking for a quality projector!",17/12/2018
Nicole H.,2,Okay...but photos are deceiving,,"So we tried the Nebula Capsule...first off, the picture on the box shows the projector being used on a rug.  When you read the instructions, it tells you NOT to put it on a rug!  The quality is okay...it definitely needs to be very dark, and the screen quality is meh.  Sound is okay, but not great.  The nice thing is that it's not super loud like normal projectors.  Because we won't be using it much and the quality was okay, we returned it.",04/01/2019
Meghan C. Hays,3,Really expensive for what it does...plus no way to fix a crooked projection.,null,"I liked the convenience of this device, but I think it's pretty pricey for something that I have to use an HDMI cord and adapter to project Power Point presentations from my Macbook.  I really hoped it had a more ""streamlined"" (ie. wireless) ability to do this, but it appears there isn't.  It's cool that you can use it like a smart TV or Firestick with apps, etc., but that's not why I bought it.  ALSO the projection is crooked and there is NO way to fix this except to prop it up with some paper or a few tissues!  So frustrating!  Overall, I'm glad I bought it, but I'm not entirely happy with the ease or quality of the product.",23/01/2020
MaryNYC,2,"Bad picture quality, not bright, grainy at times",null,"The only thing this gets to stars for is the size it literally is the size of a soda can. The remote will physically not work when this is connected to your iPhone so i deem it useless.The brightness does not deliver even when a room is pitch black, The picture is grainy, sometimes a few large pixels appears but disappear on its own. Outdated apps. Also, this is advertised as 200 ANSI lumen, but it’s probably really in 100 - maybe 140 if I’m being generous. And the fan sound is very loud.Worth the value for the quality? Absolutely not. Will be returning.",25/05/2020
kelsey,5,Love this product!,,null,24/06/2020
Steve B.,2,Picture function and small size is impressive,null,"Loved the size and quality of the picture.  I wanted to massively like this projector but the remote and need to activate Netflix and other apps via my phone was a very poor experience.  It seemed like I would need to spend 10 minutes to get it up and running every time we wanted to use it.  Not an easy click it on and watch device.  I finally returned it to Amazon.  I would seriously be interested in the future if they fine tune this interface issue.  Unless you are really good with gadgets, which half my family is not, this is not a good choice at this time.",05/03/2021
B. Johnston,4,Great budget projector for watching tv and movies,null,"Works great for apps like Netflix and Hulu, app is very clumsy to use with YouTube, doesn’t work with Peacock and other smaller services yet The picture is great, so is sound quality. We made a “base” by cutting a slot in a toothpaste box to stabilize it when lying on its side so we can project the image on the ceiling.",04/12/2020
Dreamy,5,Great projector worth it,,I have so many Anker products it's unbelievable. They always make good sturdy stuff that is reliable. This small soda can type projector is the better than any of those big expensive projectors. The system works well in every way and fashion. The remote app that I can project my iPad or phone to it is phenomenal and the brightness of the projector is good.The battery life is so good I could watch 2 shows and have power left.I always trust Anker products regardless they are the best.,20/06/2018
Jade,4,Nice for the price,null,If you're looking for tv or movie quality image I'm not sure this your device.  The image is definitely better in a dark or in low light room.  Even so on a white wall with an overhead light on the picture isn't that bad.  I like it because it's portable.  I can use it in the bedroom or my craft room or my office.  Sound is way better than I expected.,16/09/2020
Amazon Customer,4,Great portable speaker with all the bells and whistles.,null,"This is a great little projector to take into many situations.  We got this mainly to replace a micro projector we were using in the kid's treehouse to watch movies.  We also use it as an additional to in the house if we need one, and we take it to share videos as part of the Sunday School class we teach.  The larger you project, the darker the room needs to be, but I think anything under about 50 inches does pretty well in a half-lit room.It's well built and the embedded Android system makes it extremely useable, but I highly recommend contacting Anker and getting the beta firmware with Google Store.  Otherwise the apps will be limited.  I couldn't sign into Vudu or Movies Anywhere until I upgraded to the beta firmware.  Now, every platform works great, and I am able to download several movies to the projector so I can watch them offline.This would be great for camping, small business meetings and everything in between.The focus wheel isn't as precise as I would like it to be, but because you can move the...",06/01/2019
Laurel,5,Fantastic Projector for Travel,null,"We purchased this to use as a family television while completing a transcontinental move and let me tell you, this thing came in clutch. The picture quality far surpassed our expectations and the brightness was more than adequate for our needs. The built in apps were very useful for our children (YouTube and Disney+ especially) and we were also able to connect it to our Apple TV which made the possibilities nearly endless. The focus adjust was very sensitive but it worked well. We did find it necessary to buy an adjustable gorilla stand for it. Overall, it was well worth the price tag and we will likely be purchasing other Nebula capsule in the future.",02/01/2021
Prime addict :),5,"Cinema like experience, fun family projector",,"Purchased on a whim for a planned trip/vacation to a remote cabin.We had an absolute blast as a family using the Nebula to watch Youtube videos and movies.Netflix, Kodi, Amazon etc all streamed w/ ease. I purchased one of those roll up screens designed for these projectors and once the room was super dark, the show began. Sound was great and picture was theater like, just what we expected. Couldn't be more pleased.And the size....really?, perfect",15/07/2018
Luciraldo,5,Amazing!!!,null,"I tried several projectors in the past few months. I started with $60 projectors until I reached this one. The quality and the size are unbeatable for this price. I cannot recommend it enough. I bought it to put cat games for my cats, but I have actually enjoyed it as a TV in my bedroom.",17/03/2021
MelissaB N NYC,4,Not a bad projector hopefully they fix the issues,null,The controls are a bit janky and hard to get use to. It can cast and I’ve gotten it to work for YouTube. But apps are pretty limited. I still like it for a mobile movie and tv system. And plugging my phone in is pretty simple or a laptop. But why they block casting Netflix and other apps is beyond me. If I can cast to my tv I should be able to legally cast to this or mirror.,21/06/2020
jerome a jao,5,"Incredibly Versatile, Great Quality, Upgrade the Software ASAP!",null,"This is my first review. The ideal use case for this device is projecting Netflix, Youtube, etc a 40""-50"" screen on a wall at night in a dark room, on a whim. The ""on a whim"" part is very important, because it is very easy to set up quickly - all you need is a wi-fi signal that could even be your phone's hotspot. No need for power cables, an HDMI source like a chromecast or fire stick, external speakers, or even a phone to run everything. What used to take in my situation 4 devices and 3 power outlets is reduced to a single battery powered device. This is a game changer if you are into impulsive/opportunistic viewing of videos.I highly recommend updating the software to the Beta version which will enable support of Youtube login accounts (so you can watch paid movies), HBO Go, etc.What this is not good for is if you want to watch in the morning (reserve only for toddler cartoons), or blow up the picture to 100"" (pics become very fuzzy), or if you want the best quality sound (no line out for sound, bluetoot...",30/10/2018
